freq,unit,geo\TIME_PERIOD	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
A,P_MHAB,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.41 	4.15 	1.61 	6.32 	: 	: 	: 	2.96 	6.02 	8.98 	21.19 	9.81 	7.05 	8.3 	22.9 	8.51 	13.63 	14.49 	19.11 	9.36 	6.7 	2.9 	9.17 e	9.36 e	10.34 be	10.99 e	10.62 e
A,P_MHAB,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.19 	1.66 	2 	2.3 	1.74 	3.08 	4.28 	6.24 	5.8 	6.48 	6.97 	8.93 	10.88 	11.01 	10.55 	14.96 	18.46 	20.27 	16.89 	18.41 	21.25 	22.08 	23.83 e	25.68 e	28.03 be	30.19 e	33.78 e
A,P_MHAB,DE	: 	81.31 	99.73 	106.56 	108.36 	127.63 	140.37 	152.3 	159.69 	180.16 	195.04 	195.93 	181.73 	141.02 	142.26 	144.56 	153.04 	159.64 	190.2 	213.46 	238.59 	255.85 	269.17 	266.7 	265.37 	269.16 	280.31 	291.7 	292.94 	296.38 	281.85 	285.84 	286.59 	280.89 	267.95 	261.24 e	256.97 e	259.00 be	245.06 e	228.81 e
A,P_MHAB,DK	: 	21.54 	29.29 	31.16 	30.21 	36.66 	42.85 	45.55 	43.51 	46.62 	59.82 	62.41 	64.43 	69.68 	76.09 	83.07 	92.32 	96.22 	119.17 	121.17 	151.28 	164.15 	184.54 	173.67 	179.96 	207.33 	206.33 	220.57 	210.05 	240.64 	238.63 	218.1 	232.97 	263.73 	236.21 	242.18 e	245.12 e	240.66 be	240.47 e	246.61 e
A,P_MHAB,EA18	: 	29.04 	35.36 	39.27 	41.11 	46.94 	51.49 	56.31 	59.51 	67.69 	73.18 	75.87 	72.21 	71.82 	71.39 	73.86 	77.48 	81.07 	94.45 	106.89 	116.59 	126.81 	133.29 	133.65 	133.37 	136.37 	142.87 	146.38 	148.36 	147.3 	142.63 	141.83 	140.48 	141.08 	138.19 	137.04 e	136.26 e	137.08 be	133.09 e	128.89 e
A,P_MHAB,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.96 	70.54 	72.99 	76.58 	80.15 	93.37 	105.68 	115.28 	125.41 	131.84 	132.21 	131.96 	134.98 	141.41 	144.91 	146.91 	145.89 	141.3 	140.5 	139.21 	139.85 	137.06 	135.96 e	135.21 e	135.97 be	132.02 e	127.88 e
A,P_MHAB,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.77 	2.07 	3.86 	4.27 	3.75 	5.28 	3.27 	6.58 	4.12 	8.29 	6.24 	4.69 	15.71 	21.01 	26.35 	33.65 	29.2 	20.98 	17.87 	21.14 e	18.42 e	29.14 be	25.08 e	27.60 e
A,P_MHAB,EL	: 	0.44 	0.68 	0.88 	0.85 	0.88 	1.38 	0.69 	1.43 	1.6 	1.96 	2.32 	2.52 	2.3 	3.46 	1.6 	2.91 	2.65 	3.49 	4.88 	5.61 	4.81 	5.23 	6.56 	7.07 	7.8 	6.06 	10.08 	9.62 	9.4 	8.51 	8.33 	5.89 	7.66 	9.16 	9.51 e	10.77 e	8.95 be	8.54 e	8.38 e
A,P_MHAB,ES	: 	0.7 	1.13 	1.32 	1.72 	2.73 	2.14 	3.25 	3.76 	4.5 	5.31 	6.33 	6.51 	8.24 	7.43 	9.35 	9.95 	9.79 	11.01 	14.79 	15.79 	18.44 	20.05 	21.69 	22.79 	23.02 	28.61 	31.5 	30.71 	31 	31.61 	33.15 	32.51 	31.72 	32.42 	32.38 e	32.54 e	35.06 be	35.35 e	35.56 e
A,P_MHAB,EU28	: 	23.58 	29.03 	32.63 	34.42 	38.91 	42.08 	45.87 	48.27 	53.69 	58.18 	59.72 	56.75 	56.28 	56.36 	58.38 	61.61 	64.69 	75.08 	84.51 	92.49 	100.92 	106.31 	105.41 	105.41 	107.97 	112.64 	115.67 	117.65 	117.56 	114.03 	113.16 	112.82 	113.87 	112.29 	112.03 e	111.97 e	112.55 be	109.71 e	106.84 e
A,P_MHAB,FI	: 	7.99 	18.08 	19.57 	18.68 	26.25 	33.47 	36.3 	43.37 	57.4 	65.31 	78.18 	85.31 	83.54 	103.32 	117.09 	134.81 	140.95 	168.04 	199.07 	229.43 	277.42 	277.53 	272.47 	249.03 	248.93 	270.09 	256.61 	257.11 	241.99 	238.89 	247.1 	260.13 	250.63 	303.24 	321.58 e	341.72 e	253.07 be	239.63 e	235.68 e
A,P_MHAB,FR	: 	39.06 	44.15 	51.1 	53.44 	57.14 	59.5 	66.16 	68.97 	78.11 	85.18 	88.86 	86.51 	84.41 	79 	81.25 	84.52 	86.7 	94.55 	104.7 	113.07 	119.86 	120.8 	119.77 	121.3 	128.63 	134.04 	133.66 	134.57 	135.82 	136.51 	134.62 	131.3 	137.34 	136.27 	136.86 e	138.74 e	144.48 be	143.19 e	141.85 e
A,P_MHAB,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.56 	2.71 	2.65 	3.06 	2.29 	3.66 	4.3 	4.06 	3.45 	4.89 	8.55 	9.41 	7.45 	7.74 	8.24 	7.24 	6.7 	5.11 	7.05 	3.96 	4.53 	4.34 e	3.43 e	4.24 be	5.03 e	4.80 e
A,P_MHAB,HU	: 	3.73 	7.66 	11.16 	10.95 	11.52 	11.29 	10.65 	8.63 	10.74 	9.13 	8.83 	6.88 	5.31 	4.5 	4.84 	4.28 	5.41 	6.25 	7.12 	5.54 	11.01 	11.88 	9.83 	11.84 	13.14 	15.17 	13.43 	16.37 	18.99 	18.04 	18.38 	19.52 	22.19 	20.92 	21.76 e	22.51 e	20.82 be	20.47 e	20.08 e
A,P_MHAB,IE	: 	5.22 	7.29 	5.04 	6.62 	7.57 	10.36 	10.94 	13.67 	17.6 	13.44 	17.9 	17.88 	18.21 	20.85 	19.54 	23 	27.46 	30.42 	35.67 	50.49 	62.36 	54.61 	65.7 	57.79 	57.41 	67.81 	66.84 	69.3 	75.89 	73.66 	76.59 	71.24 	81.36 	68.35 	71.69 e	71.83 e	81.69 be	76.57 e	77.64 e
A,P_MHAB,IL	: 	7.74 	7.43 	9.56 	15.67 	23.7 	23.81 	26.22 	35.74 	34.7 	37.78 	47.74 	44.92 	47.89 	54.09 	57.71 	65.85 	66.45 	79.8 	110.97 	132.92 	136.06 	169.74 	150.84 	142.96 	161.01 	181.66 	207.76 	190.44 	176.78 	171.43 	156.39 	152.83 	143.29 	159.32 	160.08 e	: 	: 	: 	: 
A,P_MHAB,IN	: 	: 	0.02 	0.01 	0 	0.01 	0.02 	0.02 	0.02 	0.01 	0.03 	0.03 	0.03 	0.02 	0.03 	0.03 	0.02 	0.03 	0.05 	0.07 	0.12 	0.14 	0.17 	0.26 	0.42 	0.47 	0.47 	0.52 	0.5 	0.54 	0.6 	0.69 	0.82 	0.91 	0.92 	0.99 e	: 	: 	: 	: 
A,P_MHAB,IS	: 	: 	: 	8.72 	12.92 	5.65 	10.49 	15.92 	13.75 	5.12 	11.92 	15.68 	27.07 	40.06 	21.18 	23.17 	34.9 	41.84 	50.38 	59.14 	87.52 	130.39 	134.49 	74.75 	140.07 	106.84 	109.96 	113.05 	100.6 	80.61 	79.09 	80.78 	57.05 	71.31 	86.83 	88.24 e	97.74 e	: 	: 	: 
A,P_MHAB,IT	: 	6.38 	10.77 	14.32 	14.86 	18.47 	21.62 	25.73 	28.91 	34.16 	35.95 	40.49 	39.54 	40.65 	38.22 	39.91 	41.02 	43.6 	50.84 	55.44 	58.82 	65.63 	70.38 	70 	74.21 	76.95 	79.94 	84.86 	87.3 	84.63 	81.04 	75.09 	76.04 	74.36 	72.96 	72.07 e	69.67 e	71.88 be	69.93 e	68.46 e
A,P_MHAB,JP	: 	13.8 	23.06 	32.07 	35.94 	44.04 	53 	54.84 	61.56 	78.5 	90.96 	105.65 	105.16 	94.54 	88.07 	89.92 	88.16 	100.4 	114.31 	122.35 	129.68 	150.22 	174.14 	160.67 	165.37 	173.84 	182.14 	173.48 	171.62 	167.64 	152.04 	155.56 	171.21 	170.43 	165.44 	169.02 e	: 	: 	: 	: 
A,P_MHAB,KR	: 	: 	: 	: 	0.13 	0.08 	0.42 	0.47 	0.36 	0.44 	0.74 	1.45 	2.82 	3.83 	4.56 	6.82 	8.14 	10.19 	10.07 	14.44 	20.09 	22.67 	27.03 	34.6 	49.61 	70.13 	93.66 	108.1 	108.25 	97.11 	82.29 	99.36 	109.3 	107.77 	116.93 	122.8 e	127.37 e	: 	: 	: 
A,P_MHAB,LI	: 	: 	348.72 	389.85 	478.38 	448.45 	468.47 	642.8 	938.84 	538.34 	695.32 	851.64 	782.02 	838.04 	433.88 	578.55 	754.54 	441.41 	932.64 	615.55 	1261.17 	624.08 	739.53 	844.41 	770.17 	732.95 	694.29 	738.15 	904.45 	853.9 	1041.12 	839.59 	1222.21 	895.46 	759.42 	1513.38 e	1608.18 e	: 	: 	: 
A,P_MHAB,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.82 	0.41 	0.37 	0.19 	0.85 	1.34 	0.9 	0.77 	4.91 	3.27 	2.62 	2.94 	3.02 	5.25 	2.61 	5.06 	6.18 	10.84 	13.67 e	16.61 e	8.39 be	6.63 e	7.57 e
A,P_MHAB,LU	: 	62.28 	67.3 	104.07 	110.31 	79.57 	68.26 	84.79 	70.34 	43.41 	78.23 	46.07 	107.65 	73.41 	61.52 	87.3 	52.5 	70.95 	100.53 	122.2 	175.88 	146.2 	185.54 	166.24 	136.45 	194.45 	252.79 	213.36 	228.19 	154.94 	193.41 	151.23 	152.79 	136.37 	128.44 	121.03 e	111.16 e	116.12 be	106.66 e	93.94 e
A,P_MHAB,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.19 	: 	: 	: 	1.51 	1.93 	0.71 	3.77 	2.18 	2.94 	3.09 	4.31 	7.92 	7.37 	7.09 	10.39 	8.63 	7.44 	8.62 	13.26 	33.19 e	42.12 e	13.18 be	10.99 e	11.41 e
A,P_MHAB,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.75 	: 	: 	: 	5.35 	10.62 	13.21 	11.84 	13.92 	10.14 	8.18 	15 	27.94 	16.91 	16.84 	13.49 	18.98 	8.45 	0.8 	13.17 	11.56 e	12.53 e	16.90 be	14.76 e	14.40 e
A,P_MHAB,MX	: 	: 	0.11 	0.06 	0.05 	0.15 	0.04 	0.02 	0.13 	0.1 	0.14 	0.15 	0.16 	0.15 	0.12 	0.14 	0.14 	0.26 	0.22 	0.44 	0.37 	0.41 	0.29 	0.44 	0.52 	0.64 	0.56 	0.8 	0.76 	0.7 	0.66 	0.54 	0.57 	0.66 	0.58 	0.6 e	: 	: 	: 	: 
A,P_MHAB,NL	: 	37.24 	47.6 	55.56 	65.19 	70.65 	76.51 	79.89 	86.62 	99.33 	107.7 	111.96 	101.92 	94.75 	96.96 	97.13 	99.82 	114.1 	137.36 	154.64 	165.66 	187.86 	218.77 	245.54 	220.91 	216.29 	225.64 	215.7 	229.32 	204.68 	210.71 	209.52 	184.6 	207.11 	202.59 	200.72 e	206.23 e	207.10 be	203.33 e	203.59 e
A,P_MHAB,NO	: 	14.08 	12.56 	17.29 	18.65 	16.21 	28.52 	29.78 	29.29 	26.58 	35.88 	41.91 	30.87 	39.75 	46.16 	40.24 	42.31 	54.94 	62.04 	71.48 	76.02 	85.7 	89.87 	79.49 	87.63 	77.26 	86.85 	108.36 	105.29 	103.4 	96.2 	124.57 	108.21 	99.59 	104.91 	98.62 e	95.73 e	: 	: 	: 
A,P_MHAB,NZ	: 	5.69 	6.78 	6.91 	11.52 	16.07 	10.45 	12.91 	11.49 	9.72 	13.21 	11.37 	6.42 	13.91 	17.55 	15.67 	19.72 	18.66 	21.92 	31.31 	27.65 	38.57 	46.01 	39.02 	46.25 	54.63 	47.99 	40.96 	44.06 	41.15 	39.35 	35.38 	36.56 	38.87 	46.82 	50.53 e	54.6 e	: 	: 	: 
A,P_MHAB,PL	: 	: 	0.46 	0.26 	0.42 	0.87 	0.57 	0.52 	0.79 	0.63 	0.66 	0.4 	0.51 	0.5 	0.35 	0.46 	0.5 	0.38 	0.71 	0.74 	0.73 	0.94 	1.13 	1.53 	2.19 	2.87 	3.26 	3.35 	3.68 	5.29 	6.13 	7.65 	9.5 	10.11 	12.7 	14.38 e	16.02 e	15.22 be	16.52 e	18.08 e
A,P_MHAB,PT	: 	0.1 	0.31 	0.25 	0.32 	0.2 	0.44 	0.57 	0.63 	1.15 	0.84 	0.62 	0.78 	0.94 	1.06 	1.84 	1.39 	1.4 	1.88 	2.26 	2.65 	3.65 	4.1 	4.11 	3.8 	6.39 	5.59 	11.71 	10.13 	11.76 	11.09 	8.73 	8.99 	11.45 	10.64 	11.33 e	12.16 e	13.24 be	13.45 e	13.80 e
A,P_MHAB,RO	: 	: 	: 	: 	0.31 	0.04 	0.09 	0.04 	: 	: 	: 	: 	: 	0.17 	0.02 	0.22 	0.35 	0.33 	0.12 	0.36 	0.23 	0.34 	0.27 	0.46 	0.52 	0.75 	1.08 	1.34 	0.95 	1.54 	1.62 	1.52 	1.71 	2.99 	3.56 	4.25 e	5.11 e	4.71 be	5.01 e	5.07 e
A,P_MHAB,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.03 	0.03 	0.26 	0.79 	0.87 	0.93 	0.93 	1.15 	1.14 	1.44 	1.47 	1.55 	1.68 	1.28 	1.57 	1.69 	2.13 	1.91 	1.8 	1.76 	1.82 	2.36 	2.57 	2.46 	2.67 e	: 	: 	: 	: 
A,P_MHAB,SE	: 	52.89 	70.33 	83.57 	98.48 	102.26 	108.78 	115.61 	104.28 	108.53 	103.46 	111.82 	109.76 	107.26 	123.1 	130.11 	153.52 	172.71 	206.05 	233.73 	235.8 	249.83 	261.21 	242.24 	231.93 	230.01 	250.15 	271.29 	291.62 	312.59 	303.59 	283.69 	301.55 	300.6 	325.4 	338.95 e	350.41 e	300.15 be	294.42 e	283.46 e
A,P_MHAB,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2.5 	1.67 	6.63 	10.57 	10.14 	12.06 	9.21 	9.96 	19.66 	15.86 	24.71 	25.63 	41.79 	36.81 	56.04 	54.28 	50.13 	59.75 	69.1 	60.64 	51.91 	54.69 	61.65 	62.11 e	65.54 e	57.73 be	54.43 e	55.30 e
A,P_MHAB,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.32 	1.29 	1.55 	2.36 	2.09 	2.86 	2.08 	2.28 	4.78 	5.84 	3.84 	5.83 	7.51 	7.24 	6.86 	5.36 	8.63 	10.17 	8.24 	9.19 e	9.39 e	7.73 be	9.99 e	10.14 e
A,P_MHAB,TR	: 	: 	: 	: 	0.02 	0.05 	0.07 	0.04 	0.06 	0.02 	0.05 	0.06 	0.07 	0.07 	0.01 	0.07 	0.06 	0.08 	0.24 	0.26 	0.48 	0.33 	0.67 	0.77 	1.01 	1.26 	1.76 	2.43 	2.74 	3.45 	3.65 	4.8 	6.69 	5.29 	6.01 	6.4 e	6.31 e	: 	: 	: 
A,P_MHAB,UK	: 	29.54 	36.79 	43.15 	46.11 	50.98 	51.93 	56.84 	62.11 	62.4 	70.45 	67.67 	62.33 	60.25 	59.63 	60.52 	63.47 	65.88 	72.61 	78.82 	89.01 	98.95 	103.48 	96.35 	95.27 	95.37 	94.07 	94.25 	95.8 	92.2 	87.56 	87.81 	85.64 	86.24 	84.87 	84.02 e	83.58 e	87.74 be	84.78 e	82.62 e
A,P_MHAB,US	14.26 	22.24 	28.28 	32.73 	39.31 	43.71 	45.18 	48.88 	50.67 	55.88 	61.9 	66.56 	69.52 	68.29 	68.99 	70.84 	74.33 	82.22 	86.6 	96.08 	104.03 	111.18 	113.76 	111.38 	115.86 	118.18 	123.09 	127.38 	118.22 	108.2 	102.18 	99.04 	98.49 	104.16 	108.45 	111.52 e	115.74 e	: 	: 	: 
A,P_MHAB,ZA	: 	1.13 	1.7 	2.28 	1.91 	2.64 	2.28 	2.16 	2.77 	2.08 	2.5 	2.41 	1.6 	1.68 	3.05 	2.38 	1.88 	1.92 	1.97 	3.21 	3.4 	3.15 	3.28 	2.66 	2.86 	3.19 	3.12 	2.86 	3.28 	2.73 	2.85 	2.34 	2.45 	2.48 	2.44 	: 	: 	: 	: 	: 
