indicatorId,geoUnit,year,value,qualifier,magnitude
RESDEN.INHAB.TFTE,BGR,2023,2400.56923,,
RESDEN.INHAB.TFTE,BHR,2014,384.09339,,
RESDEN.INHAB.TFTE,BIH,2003,55.34689,,
RESDEN.INHAB.TFTE,BIH,2004,57.25219,,
RESDEN.INHAB.TFTE,BIH,2005,61.48538,,
RESDEN.INHAB.TFTE,BIH,2006,164.44144,,
RESDEN.INHAB.TFTE,BIH,2007,184.20563,,
RESDEN.INHAB.TFTE,BIH,2012,155.74572,,
RESDEN.INHAB.TFTE,BIH,2013,228.0143,,
RESDEN.INHAB.TFTE,BIH,2014,283.73763,,
RESDEN.INHAB.TFTE,BIH,2015,353.6653,,
RESDEN.INHAB.TFTE,BIH,2016,406.85468,,
RESDEN.INHAB.TFTE,BIH,2017,471.50932,,
RESDEN.INHAB.TFTE,BIH,2018,459.76526,,
RESDEN.INHAB.TFTE,BIH,2019,451.01282,,
RESDEN.INHAB.TFTE,BIH,2020,446.11618,,
RESDEN.INHAB.TFTE,BIH,2021,445.69281,,
RESDEN.INHAB.TFTE,BIH,2022,540.14789,,
RESDEN.INHAB.TFTE,BIH,2023,669.76765,,
RESDEN.INHAB.TFTE,BLR,2020,1473.37761,,
RESDEN.INHAB.TFTE,BLR,2021,1439.1965,,
RESDEN.INHAB.TFTE,BLR,2022,1434.19007,,
RESDEN.INHAB.TFTE,BLR,2023,1504.35265,,
RESDEN.INHAB.TFTE,BOL,1998,71.59781,,
RESDEN.INHAB.TFTE,BOL,1999,71.54516,,
RESDEN.INHAB.TFTE,BOL,2000,70.31278,,
RESDEN.INHAB.TFTE,BOL,2001,120.97677,,
RESDEN.INHAB.TFTE,BOL,2002,117.83207,,
RESDEN.INHAB.TFTE,BOL,2009,143.15295,,
RESDEN.INHAB.TFTE,BOL,2010,162.98202,,
RESDEN.INHAB.TFTE,BOL,2017,49.89826,,
RESDEN.INHAB.TFTE,BOL,2019,58.8279,,
RESDEN.INHAB.TFTE,BOL,2021,63.0569,,
RESDEN.INHAB.TFTE,BRA,2000,298.53981,,
RESDEN.INHAB.TFTE,BRA,2001,341.27926,,
RESDEN.INHAB.TFTE,BRA,2002,403.16475,,
RESDEN.INHAB.TFTE,BRA,2003,428.48507,,
RESDEN.INHAB.TFTE,BRA,2004,489.27106,,
RESDEN.INHAB.TFTE,BRA,2005,515.766,,
RESDEN.INHAB.TFTE,BRA,2006,550.49741,,
RESDEN.INHAB.TFTE,BRA,2007,562.55469,,
RESDEN.INHAB.TFTE,BRA,2008,598.65285,,
RESDEN.INHAB.TFTE,BRA,2009,634.14103,,
RESDEN.INHAB.TFTE,BRA,2010,696.09998,,
RESDEN.INHAB.TFTE,BRA,2011,749.17174,,
RESDEN.INHAB.TFTE,BRA,2012,801.40894,,
RESDEN.INHAB.TFTE,BRA,2013,852.71699,,
RESDEN.INHAB.TFTE,BRA,2014,903.20079,,
RESDEN.INHAB.TFTE,BRN,2002,293.97005,,
RESDEN.INHAB.TFTE,BRN,2003,285.35738,,
RESDEN.INHAB.TFTE,BRN,2004,291.27185,,
RESDEN.INHAB.TFTE,BRN,2022,506.18125,,
RESDEN.INHAB.TFTE,BTN,2023,237.23815,,
RESDEN.INHAB.TFTE,BWA,2012,168.08972,,
RESDEN.INHAB.TFTE,BWA,2013,179.77334,,
RESDEN.INHAB.TFTE,CAN,1996,3055.67247,,
RESDEN.INHAB.TFTE,CAN,1997,3114.23872,,
RESDEN.INHAB.TFTE,CAN,1998,3153.03798,,
RESDEN.INHAB.TFTE,CAN,1999,3238.35328,,
RESDEN.INHAB.TFTE,CAN,2000,3510.48256,,
RESDEN.INHAB.TFTE,CAN,2001,3688.26825,,
RESDEN.INHAB.TFTE,CAN,2002,3695.33994,,
RESDEN.INHAB.TFTE,CAN,2003,3888.4744,,
RESDEN.INHAB.TFTE,CAN,2004,4076.68444,,
RESDEN.INHAB.TFTE,CAN,2005,4234.36344,,
RESDEN.INHAB.TFTE,CAN,2006,4315.13916,,
RESDEN.INHAB.TFTE,CAN,2007,4596.69506,,
RESDEN.INHAB.TFTE,CAN,2008,4725.99112,,
RESDEN.INHAB.TFTE,CAN,2009,4466.14043,,
RESDEN.INHAB.TFTE,CAN,2010,4664.07888,,
RESDEN.INHAB.TFTE,CAN,2011,4802.7188,,
RESDEN.INHAB.TFTE,CAN,2012,4652.42914,,
RESDEN.INHAB.TFTE,CAN,2013,4647.61399,,
RESDEN.INHAB.TFTE,CAN,2014,4564.22043,,
RESDEN.INHAB.TFTE,CAN,2015,4545.96875,,
RESDEN.INHAB.TFTE,CAN,2016,4400.49278,,
RESDEN.INHAB.TFTE,CAN,2017,4429.05796,,
RESDEN.INHAB.TFTE,CAN,2018,4715.91861,,
RESDEN.INHAB.TFTE,CAN,2019,4850.93689,,
RESDEN.INHAB.TFTE,CAN,2020,5155.65021,,
RESDEN.INHAB.TFTE,CAN,2021,5507.58596,,
RESDEN.INHAB.TFTE,CAN,2022,5624.26883,,
RESDEN.INHAB.TFTE,CHE,1996,3130.03604,,
RESDEN.INHAB.TFTE,CHE,2000,3643.69175,,
RESDEN.INHAB.TFTE,CHE,2004,3451.74588,,
RESDEN.INHAB.TFTE,CHE,2008,3313.52642,,
RESDEN.INHAB.TFTE,CHE,2012,4497.48676,,
